-0.327,-0.903,0.073
0.016,-0.896,-0.333
0.017,-0.937,0.319
-0.172,-0.914,0.104
-0.183,-0.950,0.088
0.119,-0.937,-0.244
-0.317,-0.917,-0.050
0.077,-0.903,-0.231
0.175,-0.937,0.298
-0.184,-0.960,-0.083
-0.133,-0.927,-0.146
0.208,-0.912,0.002
0.392,-0.906,0.233
0.104,-0.920,-0.087
-0.051,-0.907,0.193
0.219,-0.922,-0.040
0.475,-0.875,0.138
0.444,-0.924,0.327
-0.295,-0.921,0.012
0.286,-0.918,0.310
-0.161,-0.932,-0.120
0.395,-0.893,0.067
0.018,-0.923,0.049
-0.190,-0.938,0.142
-0.234,-0.920,0.130
0.015,-0.897,0.363
-0.289,-0.991,0.217
-0.222,-0.929,-0.072
0.083,-0.908,0.056
-0.023,-0.943,-0.117
-0.014,-0.912,-0.126
0.307,-0.901,0.006
0.549,-0.896,0.223
-0.071,-0.920,-0.241
0.349,-0.917,0.079
0.494,-0.888,0.165
0.446,-0.929,0.205
0.154,-0.939,-0.036
0.184,-0.908,0.020
0.086,-0.919,-0.005
-0.075,-0.925,-0.135
0.024,-0.924,-0.028
-0.264,-0.960,0.223
-0.236,-0.939,0.226
-0.013,-0.897,0.012
-0.059,-0.916,-0.029
-0.059,-0.921,0.030
-0.216,-0.875,0.062
-0.281,-0.922,0.044
0.225,-0.953,0.189
0.380,-0.907,0.078
-0.006,-0.965,-0.304
-0.130,-1.002,-0.279
-0.387,-0.942,0.068
0.007,-0.801,0.119
-0.015,-0.949,0.412
-0.037,-0.936,0.403
-0.171,-0.921,0.191
-0.210,-0.914,0.285
0.083,-0.945,-0.180
0.517,-0.885,0.234
0.133,-0.960,-0.112
0.340,-0.937,0.099
0.202,-0.917,0.010
0.154,-0.892,0.007
0.213,-0.996,0.053
-0.036,-0.912,-0.094
-0.066,-0.932,-0.107
0.051,-0.914,0.005
0.073,-0.921,0.040
-0.134,-0.936,0.028
0.058,-0.977,0.170
0.532,-0.881,0.185
0.519,-0.859,0.202
0.002,-0.895,-0.020
0.304,-0.915,0.057
0.200,-0.907,-0.102
-0.242,-0.919,-0.044
-0.149,-0.947,0.291
0.417,-0.843,0.202
0.465,-0.900,0.259
-0.052,-0.911,-0.095
0.367,-0.923,0.007
0.432,-0.917,0.130
0.110,-0.933,0.026
-0.152,-0.922,0.138
-0.184,-0.901,0.089
-0.279,-0.916,-0.017
-0.224,-0.932,-0.143
-0.169,-0.921,0.069
-0.179,-0.925,0.031
0.094,-0.932,0.062
0.283,-0.937,-0.065
0.286,-0.875,-0.022
-0.329,-0.931,0.209
0.529,-0.855,0.190
0.382,-0.937,0.025
-0.310,-0.939,0.204
0.187,-0.991,-0.089
0.723,-0.944,0.171
-0.290,-0.926,0.219
0.245,-0.906,0.114
0.142,-0.921,0.095
0.356,-0.933,0.134
-0.102,-0.863,-0.178
0.210,-0.946,-0.128
0.016,-0.903,-0.250
0.110,-0.930,-0.146
0.108,-0.905,-0.208
-0.141,-0.925,0.175
-0.278,-0.907,0.228
0.479,-1.036,0.166
0.556,-0.870,0.210
0.181,-0.959,-0.201
-0.289,-0.855,-0.024
0.464,-0.903,0.148
-0.170,-0.943,-0.161
-0.306,-0.878,0.113
-0.199,-0.910,0.244
0.115,-0.962,0.522
0.179,-0.920,0.558
0.092,-0.981,0.467
0.177,-0.928,0.549
0.080,-0.954,0.455
0.115,-0.915,0.516
0.121,-0.913,0.531
0.079,-0.959,0.531
-0.093,-0.945,0.353
0.106,-0.942,0.374
0.057,-0.967,0.455
0.174,-0.914,0.530
0.382,-0.938,0.317
-0.064,-0.963,0.441
0.116,-0.962,0.506
0.181,-0.899,0.390
0.334,-0.919,0.303
0.350,-0.918,0.369
0.138,-0.946,0.263
0.495,-0.912,0.173
-0.294,-0.915,0.108
0.345,-0.921,0.218
0.277,-0.955,0.261
0.248,-0.899,0.255
0.176,-0.928,0.286
0.271,-0.962,0.400
0.203,-0.940,0.355
0.007,-0.933,0.161
0.176,-0.909,0.326
0.036,-0.899,0.297
-0.175,-0.931,0.131
-0.038,-0.904,0.180
0.035,-0.931,0.201
-0.054,-0.925,0.074
0.454,-0.918,0.190
0.087,-0.919,0.494
0.333,-0.948,0.174
-0.042,-0.888,0.322
0.101,-0.923,0.453
-0.064,-0.939,0.277
0.152,-0.870,0.411
0.122,-0.916,0.370
0.337,-0.886,0.308
0.171,-0.962,0.148
0.248,-0.951,0.252
-0.133,-0.949,0.058
0.287,-0.937,0.334
0.138,-0.927,0.222
0.275,-0.943,0.328
0.146,-0.938,0.317
-0.158,-0.928,0.083
-0.045,-1.009,0.115
0.177,-0.918,0.417
0.029,-1.021,0.198
0.224,-0.897,0.231
0.077,-0.939,0.435
-0.235,-0.933,0.225
-0.108,-0.946,0.377
0.086,-0.878,0.414
-0.127,-0.922,0.163
0.244,-0.931,0.325
0.110,-0.929,0.378
0.107,-0.968,0.288
0.458,-0.898,0.205
-0.185,-0.957,0.047
-0.297,-0.931,0.129
0.399,-0.930,0.201
0.322,-0.906,0.264
-0.337,-0.926,0.071
-0.199,-0.948,0.067
-0.099,-0.940,0.068
-0.081,-0.944,0.077
-0.065,-0.932,0.000
0.363,-0.953,0.081
0.245,-0.930,0.121
-0.232,-0.957,-0.076
0.180,-0.940,0.062
0.321,-0.943,0.002
0.325,-0.921,0.038
0.237,-0.964,0.026
0.233,-1.026,-0.037
0.145,-0.860,-0.073
0.186,-0.920,0.018
-0.001,-0.945,0.005
-0.139,-0.923,-0.102
0.072,-0.965,0.115
0.196,-0.984,0.055
-0.073,-0.880,0.047
0.332,-0.909,-0.041
0.358,-0.939,0.026
0.085,-0.919,-0.216
0.217,-0.867,-0.049
0.313,-0.937,0.019
0.274,-0.936,0.018
0.317,-1.021,0.083
0.383,-0.915,0.077
0.168,-0.934,-0.013
-0.147,-0.933,-0.271
-0.093,-0.880,-0.177
0.376,-0.921,0.258
0.260,-0.918,0.184
-0.028,-0.974,-0.089
0.024,-0.971,-0.033
0.464,-0.924,0.075
-0.090,-0.922,-0.124
0.128,-0.933,0.171
0.288,-0.928,0.273
0.026,-0.918,0.040
0.355,-0.959,0.373
0.056,-0.928,0.087
-0.029,-0.970,0.019
0.018,-0.998,0.180
0.125,-0.911,0.357
0.168,-0.989,0.435
-0.247,-0.934,0.168
0.180,-0.927,0.391
-0.247,-0.959,-0.024
-0.164,-0.904,0.082
-0.366,-0.952,-0.018
0.000,-0.935,0.018
0.213,-0.929,0.171
-0.156,-0.925,-0.091
-0.013,-0.946,-0.115
-0.337,-0.958,0.125
0.028,-0.877,-0.122
-0.145,-0.952,0.175
-0.319,-0.908,0.168
-0.102,-0.933,0.033
0.202,-0.930,0.016
-0.060,-0.977,-0.014
0.003,-0.925,-0.039
-0.060,-0.940,-0.032
-0.174,-0.914,-0.167
-0.086,-0.937,-0.059
0.041,-0.904,0.055
0.245,-0.920,-0.061
0.047,-0.984,-0.117
0.040,-0.931,-0.258
0.048,-0.902,-0.183
0.263,-1.001,-0.105
0.143,-0.940,-0.185
0.078,-0.916,-0.237
-0.344,-0.947,-0.048
0.326,-0.962,0.101
0.051,-0.933,0.201
0.108,-0.963,-0.094
0.022,-0.975,0.358
0.090,-0.911,-0.029
-0.078,-0.922,0.215
0.182,-0.945,0.326
-0.168,-0.919,-0.033
0.238,-1.031,-0.086
-0.369,-0.968,0.186
-0.024,-0.968,0.054
0.035,-0.960,-0.008
0.108,-0.907,-0.141
-0.146,-0.950,0.122
0.446,-0.901,0.152
0.195,-0.921,-0.034
-0.268,-0.933,0.121
0.112,-0.992,0.508
-0.123,-1.030,0.116
-0.043,-0.974,0.418
0.276,-0.949,0.229
-0.147,-0.875,-0.110
-0.094,-0.883,-0.244
0.309,-0.913,-0.056
0.445,-0.918,0.185
-0.218,-0.927,0.081
0.035,-0.930,-0.235
0.190,-0.932,0.576
0.309,-0.964,0.203
0.179,-0.761,0.474
0.046,-0.937,-0.148
0.303,-0.937,0.021
-0.012,-0.937,-0.149
-0.166,-0.933,-0.097
0.191,-0.927,0.111
0.404,-0.847,0.213
0.090,-0.940,-0.214
0.349,-0.934,-0.045
-0.204,-0.926,0.065
0.333,-1.006,0.416
0.406,-1.010,0.157
0.221,-0.971,-0.002
-0.055,-0.947,-0.102
0.065,-0.934,-0.064
-0.145,-0.908,-0.247
0.409,-0.945,0.106
-0.072,-0.941,-0.015
0.118,-0.940,0.147
-0.057,-0.924,0.028
-0.230,-0.958,-0.045
-0.166,-0.972,0.069
-0.325,-0.923,0.077
-0.223,-0.939,0.066
-0.167,-0.935,0.131
0.021,-0.955,0.314
-0.086,-0.920,0.231
0.331,-0.936,0.033
-0.284,-0.945,0.149
-0.019,-0.943,0.363
0.144,-0.920,-0.145
-0.263,-0.915,-0.063
0.179,-0.895,0.258
0.074,-0.891,0.068
-0.111,-0.898,0.079
-0.307,-0.903,-0.112
-0.289,-0.912,0.072
0.063,-0.895,-0.187
0.015,-0.928,-0.046
-0.143,-0.961,0.216
0.385,-0.938,0.045
0.322,-0.941,0.031
0.204,-0.926,0.008
0.231,-0.941,0.120
0.001,-0.943,-0.027
-0.009,-0.948,-0.020
0.107,-0.937,0.117
0.300,-0.994,0.275
-0.151,-0.935,-0.045
0.105,-1.023,0.206
-0.119,-0.947,-0.088
-0.111,-0.935,0.041
-0.079,-0.926,0.085
-0.023,-0.986,-0.092
-0.092,-0.933,0.113
0.298,-0.939,0.138
0.066,-0.927,0.324
-0.018,-0.980,0.008
-0.016,-0.962,-0.003
0.159,-0.987,-0.175
0.386,-0.756,0.065
-0.145,-0.946,0.085
0.438,-1.014,0.200
-0.030,-0.942,-0.160
0.144,-0.937,0.184
-0.203,-0.957,-0.081
0.317,-0.934,-0.035
0.351,-1.013,-0.020
0.192,-0.884,0.505
0.051,-0.813,0.455
0.023,-0.876,-0.128
-0.137,-0.922,-0.165
-0.333,-0.922,0.071
-0.036,-0.951,0.305
-0.143,-0.965,0.113
-0.042,-0.937,0.160
0.253,-1.039,0.254
-0.214,-0.862,0.123
0.113,-0.960,0.026
-0.069,-0.915,-0.242
-0.084,-0.950,-0.032
0.247,-0.946,-0.118
0.059,-0.940,0.080
0.180,-0.988,0.217
-0.293,-0.908,-0.105
0.188,-0.905,0.310
-0.027,-0.964,0.208
-0.171,-0.960,0.267
0.065,-0.947,0.390
0.170,-1.029,0.485
0.127,-0.983,0.398
-0.168,-1.032,0.192
-0.272,-0.945,0.042
0.140,-0.966,0.269
0.086,-1.040,0.064
0.041,-0.993,-0.099
-0.133,-0.961,0.168
0.019,-0.844,-0.174
0.249,-0.866,-0.090
-0.146,-0.912,0.090
0.083,-0.847,-0.217
-0.113,-0.945,0.195
-0.286,-0.936,0.040
-0.094,-1.011,0.082
0.354,-1.023,0.318
0.456,-0.937,0.133
0.416,-0.999,0.102
0.078,-0.938,0.038
0.170,-1.005,-0.054
0.435,-1.011,0.161
0.139,-0.994,0.359
-0.108,-0.946,-0.048
-0.284,-0.937,0.042
-0.227,-0.923,0.071
-0.193,-0.937,0.090
0.404,-1.026,0.225
0.077,-0.948,0.159
-0.177,-0.917,0.070
0.127,-0.938,0.257
0.252,-0.976,0.221
0.327,-0.973,-0.064
-0.009,-0.948,0.242
-0.161,-0.964,0.246
-0.317,-0.953,0.132
0.237,-0.930,0.087
0.442,-1.042,0.189
-0.235,-0.956,0.143
0.194,-0.977,0.181
0.216,-0.969,-0.131
0.537,-1.066,0.019
0.565,-1.105,0.026
0.449,-0.957,0.058
0.155,-0.931,-0.109
-0.250,-0.916,0.146
0.172,-1.053,0.001
0.267,-0.935,0.078
-0.338,-0.950,0.058
-0.036,-0.960,0.272
0.121,-0.927,0.072
0.403,-1.002,0.270
0.242,-1.027,0.424
-0.184,-0.965,0.106
0.147,-1.010,0.172
0.061,-0.985,0.113
0.085,-0.953,0.127
0.221,-0.945,0.230
-0.147,-0.932,0.151
0.278,-0.969,-0.108
0.407,-0.993,0.159
0.091,-0.990,0.089
-0.173,-0.926,0.086
-0.119,-0.928,0.115
0.372,-0.964,0.357
0.220,-1.020,0.246
0.345,-0.988,0.299
0.039,-1.023,0.141
0.191,-0.976,0.293
0.229,-0.979,0.260
0.105,-0.987,0.197
-0.131,-0.982,0.232
0.339,-1.021,-0.038
0.232,-1.056,0.200
0.191,-0.966,0.279
-0.243,-0.930,0.167
0.061,-0.982,-0.028
0.159,-1.073,0.404
0.282,-0.962,0.397
0.177,-0.905,-0.188
-0.249,-0.927,0.135
0.311,-0.915,-0.107
0.140,-0.987,0.293
-0.022,-0.868,-0.224
0.050,-0.983,0.213
0.406,-1.022,0.387
0.086,-0.928,-0.178
0.210,-1.006,-0.105
-0.291,-0.925,0.009
0.174,-0.937,-0.090
0.106,-1.053,-0.120
0.325,-0.947,0.000
0.432,-0.833,0.076
0.421,-0.893,0.271
0.329,-0.991,0.019
0.240,-0.855,-0.008
0.265,-0.954,0.193
0.216,-0.938,-0.022
0.437,-1.016,0.262
-0.057,-0.914,0.000
0.182,-0.933,0.085
0.307,-0.962,0.140
0.310,-0.877,0.195
0.108,-1.020,0.129
0.353,-0.991,0.091
0.185,-1.035,0.249
-0.025,-0.907,0.131
0.500,-0.918,0.135
-0.156,-0.866,-0.300
0.011,-0.902,0.303
0.347,-1.048,-0.135
0.112,-1.019,0.417
0.470,-0.982,0.215
0.576,-1.051,0.044
0.450,-0.931,-0.086
0.345,-0.943,-0.128
0.513,-0.936,-0.037
0.402,-1.026,-0.106
0.537,-1.025,0.101
0.330,-0.867,0.087
-0.044,-0.955,0.186
0.406,-0.973,0.130
0.526,-1.033,0.075
0.271,-1.086,0.293
0.099,-0.967,0.147
0.310,-0.854,0.108
0.378,-1.075,0.118
0.249,-0.885,0.070
0.107,-0.954,0.377
0.268,-1.021,-0.068
0.079,-0.972,0.312
0.210,-0.964,0.217
0.079,-0.921,0.174
0.228,-0.821,0.278
-0.090,-1.112,0.096
0.147,-1.206,0.250
0.267,-1.082,-0.015
0.522,-0.827,-0.050
0.520,-1.174,0.169
-0.117,-1.092,0.258
0.305,-1.037,-0.050
0.015,-1.065,-0.131
-0.093,-0.951,-0.042
-0.167,-1.051,0.242
-0.265,-1.140,0.089
0.053,-0.928,-0.192
0.560,-0.997,0.179
0.538,-0.922,0.125
-0.044,-0.988,-0.223
0.191,-1.045,-0.115
0.080,-0.976,-0.164
0.294,-1.019,0.060
-0.075,-1.093,-0.011
0.256,-0.989,0.029
0.286,-0.960,0.286
-0.252,-1.147,0.242
0.258,-0.998,-0.211
-0.095,-1.006,0.048
0.188,-0.978,0.198
-0.107,-0.937,-0.270
-0.260,-1.021,0.150
0.471,-0.972,0.015
-0.088,-0.880,-0.087
0.115,-0.947,-0.140
0.401,-1.074,0.222
0.292,-1.042,-0.228
0.176,-0.917,-0.233
-0.178,-1.073,0.133
0.501,-0.947,0.260
0.105,-1.032,0.078
0.408,-0.998,0.166
0.414,-1.010,0.154
0.295,-1.073,-0.102
0.613,-0.966,-0.103
0.069,-0.962,0.160
0.314,-1.005,-0.204
0.527,-1.003,0.379
-0.092,-0.909,-0.315
0.048,-0.960,-0.274
0.512,-0.928,-0.135
0.461,-0.886,-0.134
-0.080,-0.982,-0.287
0.279,-1.187,-0.230
-0.071,-0.983,-0.264
0.383,-0.982,-0.122
0.234,-0.943,-0.145
0.246,-1.035,-0.118
0.006,-0.937,0.231
0.598,-0.871,0.007
0.107,-1.082,-0.056
0.628,-0.982,0.097
-0.167,-1.037,-0.095
0.620,-1.026,0.212
0.322,-1.016,0.149
0.317,-1.215,0.295
0.041,-0.975,0.156
-0.139,-0.949,0.146
-0.030,-1.162,0.048
0.420,-0.968,0.347
0.235,-0.932,-0.229
0.489,-1.026,-0.176
0.161,-0.954,-0.215
0.610,-0.893,0.070
0.623,-1.032,0.101
-0.052,-1.005,0.198
0.417,-1.133,-0.250
0.176,-0.894,-0.236
0.212,-0.993,-0.245
0.214,-0.952,-0.233
0.081,-0.929,-0.258
0.153,-1.059,-0.178
0.318,-0.891,-0.056
0.449,-1.021,0.045
0.596,-0.930,0.105
-0.062,-1.008,-0.231
-0.030,-1.034,0.059
0.155,-0.962,0.158
0.065,-0.965,0.084
0.249,-0.970,0.181
0.650,-0.952,0.231
0.039,-0.941,-0.238
0.230,-1.007,0.184
0.279,-0.997,0.232
0.529,-1.023,0.355
-0.077,-1.038,0.149
0.529,-1.211,0.387
0.675,-1.075,0.015
0.346,-0.958,0.290
0.647,-0.970,0.242
0.448,-1.050,0.123
-0.001,-1.016,-0.011
0.599,-1.029,0.111
0.605,-0.890,0.080
0.020,-1.022,-0.062
0.521,-0.964,0.019
0.338,-1.001,-0.132
0.629,-1.002,-0.088
0.075,-1.007,0.118
0.474,-1.001,0.139
0.321,-1.055,0.090
0.345,-0.986,-0.116
0.223,-1.026,0.007
0.286,-0.984,-0.113
0.491,-1.034,-0.069
0.498,-0.982,0.040
0.409,-1.049,0.009
0.508,-0.953,0.015
0.265,-1.080,-0.042
0.271,-1.041,-0.070
0.109,-1.056,-0.100
0.224,-1.030,-0.142
0.177,-1.049,-0.044
0.472,-1.054,0.013
0.336,-0.964,-0.003
0.350,-1.009,-0.099
0.318,-0.955,0.295
0.047,-0.912,0.164
0.691,-0.980,0.180
0.648,-0.947,0.195
0.292,-0.999,0.239
0.659,-1.024,-0.122
0.668,-0.976,0.270
0.563,-0.983,-0.047
0.630,-0.944,0.168
0.651,-0.983,0.210
0.580,-0.981,-0.023
0.445,-0.957,0.302
0.553,-0.872,0.021
0.489,-0.987,-0.090
0.650,-0.972,0.135
0.608,-1.021,0.073
0.580,-0.978,-0.059
0.647,-1.022,-0.135
0.359,-0.973,-0.135
0.584,-0.982,-0.082
0.605,-0.831,0.040
0.236,-0.997,0.260
0.442,-1.018,0.200
0.327,-0.987,-0.020
0.251,-0.997,0.093
0.273,-0.956,0.262
0.108,-0.973,0.245
0.535,-0.946,0.251
0.148,-0.933,0.267
0.282,-0.981,0.004
0.049,-0.972,-0.186
0.433,-0.971,0.217
0.582,-0.950,0.305
0.496,-0.986,0.227
0.248,-1.013,0.127
0.400,-0.962,0.142
0.220,-1.048,0.059
0.366,-0.975,0.281
0.225,-0.999,-0.251
0.565,-0.941,0.297
0.324,-0.989,0.247
0.368,-0.964,0.234
0.286,-1.023,-0.192
0.475,-0.980,0.236
0.462,-0.974,0.150
0.296,-0.963,0.219
0.249,-1.015,-0.237
0.292,-1.010,0.276
0.504,-1.071,0.079
0.543,-1.015,0.045
0.500,-1.008,0.207
0.386,-0.997,-0.186
0.384,-1.006,0.129
0.334,-1.066,0.064
0.443,-1.002,-0.090
